version,ticker,entry_date,exit_date,entry,init_stop,shares,risk_dollars,pnl,R,pct,days_held,partial_taken,exit_reason
A,INTU,2011-01-03,2011-01-05,49.68,48.81114,115,99.91889999999977,-99.91889999999977,-1.0,-0.01748913043478257,2,False,stop
A,SBUX,2011-01-10,2011-01-12,16.43,15.879105,186,102.4664700000001,-26.040000000000106,-0.2541319126149274,-0.008520998174071854,2,False,close_below_ema20
A,TMUS,2011-01-03,2011-01-19,25.52,24.6753,118,99.67459999999994,116.19460000000001,1.1657393157333973,0.03858542319749216,11,True,close_below_ema20
A,UNP,2011-01-07,2011-01-20,46.73,45.94401,129,101.39270999999977,100.60671999999977,0.9922480620155039,0.01668942979378481,8,True,breakeven_stop
A,BKNG,2011-01-05,2011-01-21,16.7048,15.9512328,135,101.73157199999989,41.5260000000001,0.408191863977096,0.01841386906757344,11,False,close_below_ema20
A,UNP,2011-01-21,2011-01-24,47.745,46.51344,82,100.98791999999956,-50.01999999999995,-0.4953067654032301,-0.012776206932663094,1,False,close_below_ema20
A,C,2011-01-24,2011-01-26,49.1,47.152800000000006,52,101.25439999999975,-36.40000000000015,-0.3594905505341026,-0.014256619144602908,2,False,close_below_ema20
A,ADI,2011-01-12,2011-01-28,38.11,36.863099999999996,82,102.2458000000003,97.57999999999981,0.954366829737745,0.031225400157438934,11,False,time_stop
A,REGN,2011-01-26,2011-01-31,33.75,32.907059999999994,114,96.09516000000066,-39.90000000000016,-0.41521341969772346,-0.010370370370370412,3,False,close_below_ema20
A,GOOGL,2011-01-28,2011-01-31,15.508,15.0307542,216,103.0850927999997,-87.02639999999977,-0.8442190586066972,-0.02598013928295067,1,False,close_below_ema20
A,FISV,2011-02-01,2011-02-04,15.54,15.239745000000001,338,101.48618999999938,-163.9299999999998,-1.6152936670496825,-0.031209781209781177,3,False,stop_gap
A,TMUS,2011-02-04,2011-02-07,25.9,25.2747,163,101.92389999999989,22.820000000000093,0.22389253158484043,0.005405405405405427,1,False,close_below_ema20
A,TMUS,2011-02-09,2011-02-11,26.0,25.2747,121,87.76130000000009,-36.30000000000008,-0.41362194953812265,-0.011538461538461565,2,False,close_below_ema20
A,TMO,2011-02-11,2011-02-17,57.14,55.339671498643895,54,97.2177390732297,-103.68000000000009,-1.0664720347168604,-0.03360168008400423,4,False,stop_gap
A,AAPL,2011-02-01,2011-02-22,12.1893,11.736840875164535,224,101.35084396314392,6.787200000000098,0.06696737525410497,0.0024857867145775753,14,False,time_stop
A,BKNG,2011-02-07,2011-02-22,17.6,17.2603224,295,100.2048920000005,99.8652144000005,0.9966101694915255,0.019234440369799786,10,True,breakeven_stop
A,CB,2011-02-17,2011-02-24,63.1,61.938,47,54.613999999999955,53.45200000000012,0.9787234042553221,0.018023400883433967,4,True,breakeven_stop
